taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
VA-DCLS-1244_S1_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1245_S2_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1246_S3_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1248_S5_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1249_S6_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1250_S7_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1251_S8_L001,B.1.436,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.436(1/1)
VA-DCLS-1252_S9_L001,B.1.436,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.436(1/1)
VA-DCLS-1255_S12_L001,B.1.436,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.436(1/1)
VA-DCLS-1257_S14_L001,B.1.436,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.436(1/1)
VA-DCLS-1258_S15_L001,B.1.436,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.436(1/1)
VA-DCLS-1262_S19_L001,B.1.436,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.436(1/1)
VA-DCLS-1264_S21_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1269_S26_L001,B.1.110.3,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.110.3(1/1)
VA-DCLS-1271_S28_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1273_S30_L001,B.1.265,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.265(1/1)
VA-DCLS-1274_S31_L001,B.1.265,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.265(1/1)
VA-DCLS-1275_S1_L001,B.1.265,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.265(1/1)
VA-DCLS-1276_S2_L001,B.1.265,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.265(1/1)
VA-DCLS-1277_S3_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1281_S7_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(2/2)
VA-DCLS-1282_S8_L001,B.1.340,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.340(1/1)
VA-DCLS-1293_S32_L001,B.1.503,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.503(4/4)
VA-DCLS-1294_S33_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1295_S34_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1300_S39_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1305_S44_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1307_S2_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1308_S3_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1309_S4_L001,B.1.1.447,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.447(1/1)
VA-DCLS-1310_S5_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1311_S6_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1312_S7_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1313_S8_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1314_S9_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1315_S10_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1317_S12_L001,B.1.595.3,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.595.3(1/1)
VA-DCLS-1318_S13_L001,B.1.385,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.385(1/1)
VA-DCLS-1323_S16_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1324_S17_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1327_S20_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(2/2)
VA-DCLS-1328_S21_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1330_S23_L001,B.1.110.3,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.110.3(2/2)
VA-DCLS-1331_S24_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(4/4)
VA-DCLS-1337_S30_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(2/2)
VA-DCLS-1339_S32_L001,B.1.108,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.108(1/1)
VA-DCLS-1346_S39_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1348_S41_L001,B.1,0.5,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/2) B.1.605(1/2)
VA-DCLS-1349_S42_L001,B.1,0.5,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/2) B.1.605(1/2)
VA-DCLS-1350_S43_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1360_S37_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1361_S1_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1363_S3_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1364_S4_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1376_S14_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1380_S16_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1381_S17_L001,B.1.503,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.503(1/1)
VA-DCLS-1383_S19_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1384_S20_L001,B.1.280,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.280(1/1)
VA-DCLS-1385_S21_L001,B.1.595,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.595(1/1)
VA-DCLS-1387_S23_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(1/1)
VA-DCLS-1388_S24_L001,B.1.9.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.9.2(1/1)
VA-DCLS-1394_S30_L001,B.1.1.432,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.432(1/1)
VA-DCLS-1398_S34_L001,B.1.313,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.313(1/1)
VA-DCLS-1400_S35_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1403_S38_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(1/1)
VA-DCLS-1405_S40_L001,B.1.9.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.9.2(1/1)
VA-DCLS-1409_S44_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1416_S4_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1420_S7_L001,B.1.1.135,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.135(2/2)
VA-DCLS-1421_S8_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1422_S9_L001,B.1.9.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.9.2(1/1)
VA-DCLS-1423_S10_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1424_S11_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1425_S12_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1426_S13_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1427_S14_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1429_S15_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1430_S16_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(2/2)
VA-DCLS-1431_S17_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1432_S18_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(4/4)
VA-DCLS-1436_S22_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1439_S18_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1441_S20_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1444_S23_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1449_S28_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1451_S30_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1452_S1_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1453_S2_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1454_S3_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1455_S4_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1456_S5_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1459_S8_L001,B.1.439,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.439(1/1)
VA-DCLS-1461_S10_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1463_S12_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1465_S14_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1466_S15_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1468_S17_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1470_S19_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1471_S20_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1472_S21_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1473_S22_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1475_S24_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1476_S25_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1477_S26_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1479_S28_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1482_S24_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1483_S25_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1485_S27_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1487_S29_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1490_S32_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(4/4)
VA-DCLS-1491_S33_L001,B.1.1.135,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.135(1/1)
VA-DCLS-1497_S39_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1504_S46_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1505_S5_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1506_S1_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1507_S2_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1508_S3_L001,B.1.340,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.340(1/1)
VA-DCLS-1514_S9_L001,B.1.503,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.503(1/1)
VA-DCLS-1517_S12_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1518_S13_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1520_S15_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1522_S17_L001,B.1.110.3,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.110.3(1/1)
VA-DCLS-1523_S18_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1524_S19_L001,B.1.110.3,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.110.3(1/1)
VA-DCLS-1525_S20_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1528_S23_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1529_S24_L001,B.1.582,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.582(1/1)
VA-DCLS-1530_S25_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(3/3)
VA-DCLS-1531_S26_L001,B.1.1.192,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.192(1/1)
VA-DCLS-1532_S27_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(1/1)
VA-DCLS-1533_S28_L001,B.1.1.304,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.304(1/1)
VA-DCLS-1536_S31_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(1/1)
VA-DCLS-1538_S33_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-1539_S34_L001,B.1.1.135,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.135(1/1)
VA-DCLS-1540_S35_L001,B.1.1.231,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.231(1/1)
VA-DCLS-1546_S41_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(2/2)
VA-DCLS-1547_S42_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(1/1)
VA-DCLS-1554_S2_L001,B.1.280,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.280(1/1)
VA-DCLS-1555_S3_L001,B.1.280,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.280(1/1)
VA-DCLS-1556_S4_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1557_S5_L001,B.1.349,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.349(1/1)
VA-DCLS-1558_S6_L001,B.1.1.33,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.33(1/1)
VA-DCLS-1559_S7_L001,B.1.1.33,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.33(1/1)
VA-DCLS-1560_S8_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1561_S9_L001,B.1.1.514,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.514(1/1)
VA-DCLS-1563_S11_L001,B.1.567,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.567(1/1)
VA-DCLS-1565_S13_L001,B.1,0.5,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/2) B.1.397(1/2)
VA-DCLS-1566_S14_L001,B.1.509,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.509(1/1)
VA-DCLS-1567_S15_L001,B.1.1.33,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.33(1/1)
VA-DCLS-1568_S16_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1569_S17_L001,B.1.110.3,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.110.3(1/1)
VA-DCLS-1572_S20_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1574_S22_L001,B.1.1.135,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.135(1/1)
VA-DCLS-1575_S23_L001,B.1.1.207,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.207(1/1)
VA-DCLS-1576_S24_L001,B.1.1.225,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1.225(1/1)
VA-DCLS-1577_S25_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1578_S26_L001,B.1.400,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.400(1/1)
VA-DCLS-1584_S31_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(2/2)
VA-DCLS-1586_S33_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1587_S34_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1588_S35_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(6/6)
VA-DCLS-1590_S37_L001,B.1.595,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.595(1/1)
VA-DCLS-1591_S38_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(4/4)
VA-DCLS-1592_S39_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-1593_S40_L001,B.1.369,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.369(1/1)
VA-DCLS-1594_S41_L001,B.1.265,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.265(1/1)
VA-DCLS-1599_S46_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1600_S47_L001,B.1.234,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.234(1/1)
VA-DCLS-1601_S1_L001,B.1,0.181818182,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(9/11) B.1.453(1/11) B.1.518(1/11)
VA-DCLS-1602_S2_L001,B.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1(1/1)
VA-DCLS-1604_S4_L001,B.1.451,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.451(1/1)
VA-DCLS-1605_S5_L001,B.1.243,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.243(1/1)
VA-DCLS-1606_S6_L001,B.1.240,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.240(1/1)
